idx,s0,s1,s2,s3,s_final,mz0,mz1,mz2,mz3,mz_final
483,AP,P,P,P,P,-0.9842,0.7113,0.7255,0.5467,0.8533
484,AP,P,P,P,P,-0.9721,0.6368,0.8758,0.6568,0.8525
485,AP,X,X,P,X,-0.9937,-0.1277,-0.0839,0.3275,-0.0667
486,AP,P,P,P,P,-0.992,0.8086,0.9866,0.9307,0.5758
487,AP,P,P,AP,P,-0.9971,0.2904,0.5976,-0.2193,0.3386
488,AP,X,AP,P,X,-0.9964,0.0728,-0.3776,0.8683,0.0594
489,AP,P,P,P,AP,-0.9919,0.2542,0.3172,0.439,-0.2553
490,AP,P,P,P,AP,-0.9846,0.7446,0.6748,0.341,-0.8129
491,AP,P,P,P,P,-0.99,0.2242,0.593,0.8958,0.6087
492,AP,P,AP,P,X,-0.9891,0.8817,-0.4972,0.8181,0.0333
493,AP,AP,P,P,P,-0.9959,-0.7064,0.7754,0.5735,0.8701
494,AP,P,P,P,P,-0.9947,0.4573,0.7055,0.62,0.6623
495,AP,P,X,P,P,-0.9884,0.5138,0.0808,0.4474,0.3984
496,AP,AP,AP,AP,P,-0.9918,-0.9628,-0.9909,-0.844,0.9735
497,AP,X,P,AP,P,-0.9977,0.0035,0.5316,-0.5324,0.6283
498,AP,P,AP,P,X,-0.9725,0.516,-0.2275,0.8378,-0.0468
499,AP,P,P,P,P,-0.9911,0.6935,0.7601,0.6404,0.2563
500,AP,X,AP,P,P,-0.9881,0.0143,-0.3321,0.6436,0.6493
501,AP,P,X,P,P,-0.9878,0.6502,0.0846,0.7067,0.7383
502,AP,AP,AP,AP,X,-0.9973,-0.9128,-0.986,-0.9443,-0.1026
503,AP,P,P,AP,P,-0.9934,0.965,0.6602,-0.5491,0.6398
504,AP,AP,AP,P,P,-0.9964,-0.9951,-0.3327,0.777,0.5168
505,AP,P,P,X,AP,-0.9984,0.4003,0.8175,-0.0414,-0.2574
506,AP,X,P,P,P,-0.9977,0.0155,0.3039,0.5721,0.4981
507,AP,P,P,AP,P,-0.9976,0.2093,0.625,-0.2312,0.5037
508,AP,X,P,X,P,-0.98,-0.198,0.4428,0.1688,0.8272
509,AP,AP,X,P,P,-0.9982,-0.3729,-0.1451,0.5271,0.3945
510,AP,P,AP,AP,P,-0.9762,0.6786,-0.2385,-0.3302,0.6974
511,AP,P,P,P,P,-0.9938,0.6086,0.5822,0.7871,0.6459
512,AP,X,P,P,P,-0.9952,-0.0606,0.415,0.4663,0.6745
513,AP,P,AP,P,P,-0.9944,0.7625,-0.3751,0.4726,0.4901
514,AP,P,AP,P,P,-0.9806,0.8539,-0.3699,0.622,0.5455
515,AP,AP,P,P,P,-0.9989,-0.9561,0.7768,0.6401,0.9986
516,AP,P,X,P,X,-0.9864,0.5849,-0.1356,0.9048,0.0301
517,AP,P,P,X,P,-0.9991,0.954,0.9782,0.0106,0.6132
518,AP,AP,AP,P,P,-0.9879,-0.8713,-0.7629,0.6861,0.5359
519,AP,X,X,P,P,-0.995,0.0054,0.1006,0.8301,0.5247
520,AP,X,AP,P,P,-0.9924,-0.1154,-0.2817,0.9444,0.6929
521,AP,P,P,P,P,-0.984,0.792,0.7548,0.5843,0.862
522,AP,P,P,AP,X,-0.9997,0.4425,0.7375,-0.3689,-0.022
523,AP,P,P,P,P,-0.9972,0.9737,0.8999,0.6944,0.5083
524,AP,P,AP,X,P,-0.9922,0.3979,-0.2442,-0.1872,0.4713
525,AP,P,P,P,P,-0.9974,0.6841,0.6353,0.2977,0.4638
526,AP,X,P,X,X,-0.9953,-0.1411,0.9151,0.1919,-0.1186
527,AP,P,P,X,P,-0.9721,0.8376,0.2901,0.0043,0.4281
528,AP,P,AP,X,AP,-0.9983,0.7762,-0.4404,0.1136,-0.2514
529,AP,P,P,P,AP,-0.9953,0.7444,0.6252,0.6139,-0.3385
530,AP,AP,P,AP,P,-0.9944,-0.6834,0.719,-0.3956,0.3927
531,AP,P,P,P,P,-0.9712,0.7746,0.9977,0.9957,0.8942
532,AP,P,P,P,X,-0.989,0.6035,0.5,0.7481,0.1424
533,AP,P,P,P,P,-0.9903,0.8695,0.228,0.3835,0.4391
534,AP,P,P,P,AP,-0.9941,0.48,0.5878,0.3681,-0.268
535,AP,P,AP,P,P,-0.9952,0.4322,-0.3095,0.6708,0.9839
536,AP,P,P,P,P,-0.9819,0.862,0.9951,0.979,0.7506
537,AP,P,P,AP,P,-0.9739,0.6393,0.7952,-0.4013,0.614
538,AP,P,P,P,P,-0.9962,0.4027,0.5358,0.6423,0.578
539,AP,P,AP,X,P,-0.9925,0.7649,-0.4667,-0.1173,0.4279
540,AP,AP,P,P,P,-0.9911,-0.9995,0.9398,0.4566,0.3169
541,AP,P,P,P,P,-0.9901,0.4348,0.6498,0.7059,0.4623
542,AP,P,P,AP,P,-0.9984,0.4775,0.4625,-0.3014,0.6829
543,AP,X,X,P,P,-0.9865,-0.1549,-0.1812,0.5145,0.9114
544,AP,P,P,X,X,-0.9967,0.5731,0.8486,-0.1134,-0.136
545,AP,P,P,P,P,-0.9968,0.5173,0.8737,0.4602,0.6925
546,AP,AP,P,P,P,-0.9968,-0.4033,0.4106,0.588,0.489
547,AP,AP,P,P,X,-0.9937,-0.8771,0.4851,0.7823,-0.1753
548,AP,AP,X,P,P,-0.9918,-0.474,-0.1694,0.7079,0.4132
549,AP,P,P,P,X,-0.9874,0.4583,0.846,0.3547,0.0118
550,AP,P,AP,P,P,-0.9902,0.4132,-0.4398,0.8572,0.5692
551,AP,P,P,X,X,-0.9952,0.3216,0.4209,0.0225,0.0014
552,AP,P,P,AP,P,-0.9888,0.3838,0.7638,-0.417,0.6758
553,AP,P,P,P,P,-0.9999,0.8005,0.7922,0.6023,0.5771
554,AP,AP,AP,AP,P,-0.9999,-0.8926,-0.4443,-0.3271,0.3955
555,AP,P,X,P,AP,-0.9962,0.4676,-0.136,0.7058,-0.8219
556,AP,P,P,P,P,-0.9971,0.7761,0.7562,0.6979,0.6421
557,AP,X,P,P,P,-0.9864,-0.1077,0.4312,0.8252,0.7144
558,AP,X,P,P,AP,-0.9896,0.1495,0.8398,0.9943,-0.2108
559,AP,P,AP,P,X,-0.9615,0.4055,-0.3454,0.4549,-0.1289
560,AP,P,AP,P,X,-0.9797,0.5014,-0.3175,0.8343,0.0097
561,AP,P,AP,X,P,-0.9935,0.4341,-0.2998,-0.0981,0.5628
562,AP,X,P,P,P,-0.987,-0.1045,0.8451,0.7367,0.7107
563,AP,X,P,P,X,-0.9996,-0.0565,0.7227,0.5519,0.0451
564,AP,P,P,P,AP,-0.9952,0.8786,0.7882,0.8202,-0.3218
565,AP,AP,X,P,P,-0.9974,-0.3464,-0.0495,0.5874,0.2658
566,AP,P,P,AP,X,-0.991,0.8972,0.3791,-0.2391,-0.1815
567,AP,P,P,P,X,-0.985,0.5053,0.4221,0.7054,0.0867
568,AP,AP,P,P,P,-0.9891,-0.3793,0.6639,0.6978,0.6017
569,AP,P,P,P,X,-0.9983,0.3074,0.6457,0.6908,0.0625
570,AP,AP,P,P,P,-0.9864,-0.5839,0.8835,0.9869,0.4401
571,AP,AP,P,P,P,-0.9988,-0.3809,0.5039,0.4864,0.8306
572,AP,X,AP,X,P,-0.9793,-0.1522,-0.4528,-0.0297,0.9905
573,AP,AP,P,P,P,-0.9946,-0.516,0.8254,0.9936,0.9949
574,AP,P,AP,AP,P,-0.9894,0.5443,-0.4018,-0.4153,0.3686
575,AP,P,P,AP,AP,-0.998,0.6515,0.6915,-0.6654,-0.4526
576,AP,AP,P,P,P,-0.9988,-0.9937,0.881,0.9533,0.3877
577,AP,P,AP,AP,P,-0.996,0.4864,-0.4656,-0.4346,0.6192
578,AP,AP,AP,P,X,-0.997,-0.9958,-0.9967,0.6211,0.1126
579,AP,X,P,P,X,-0.9939,-0.184,0.8099,0.6443,0.1081
580,AP,P,X,P,P,-0.9749,0.5511,-0.1167,0.7959,0.2226
581,AP,P,AP,P,P,-0.9984,0.8623,-0.5082,0.8989,0.9991
582,AP,AP,P,X,P,-0.995,-0.4452,0.4816,-0.1987,0.584
583,AP,P,P,P,AP,-0.9931,0.7064,0.6453,0.8953,-0.8142
584,AP,P,P,P,P,-0.9989,0.2158,0.7914,0.6723,0.5851
585,AP,AP,P,P,X,-0.9963,-0.8175,0.9621,0.4802,-0.0536
586,AP,P,AP,X,X,-0.9983,0.6019,-0.4292,-0.036,0.0889
587,AP,AP,X,P,P,-0.9964,-0.3462,-0.197,0.7101,0.9724
588,AP,P,X,P,P,-0.9992,0.9282,0.1509,0.579,0.4573
589,AP,P,P,P,X,-0.9903,0.5729,0.6847,0.7144,-0.0467
590,AP,P,AP,P,P,-0.9933,0.7602,-0.4299,0.7794,0.5846
591,AP,X,P,P,P,-0.9997,0.075,0.7046,0.2487,0.7644
592,AP,P,AP,X,X,-0.996,0.8522,-0.4182,-0.1533,0.1645
593,AP,P,AP,P,AP,-0.9765,0.498,-0.2339,0.5929,-0.3597
594,AP,P,AP,P,X,-0.9964,0.3709,-0.5042,0.6674,-0.1369
595,AP,AP,P,P,P,-0.994,-0.223,0.7165,0.5843,0.661
596,AP,P,P,P,P,-0.9831,0.7995,0.4216,0.4628,0.6225
597,AP,P,P,P,P,-0.9981,0.5712,0.211,0.3284,0.3424
598,AP,P,P,X,P,-0.9764,0.6763,0.6877,-0.0839,0.9887
599,AP,AP,P,P,P,-0.9983,-0.9993,0.8588,0.3336,0.4024
600,AP,X,P,P,P,-0.9764,-0.1704,0.6446,0.7702,0.5614
601,AP,P,AP,X,X,-0.9918,0.6133,-0.3555,0.121,-0.015
602,AP,P,P,AP,P,-0.9992,0.7792,0.7039,-0.2069,0.531
603,AP,P,P,P,X,-0.9922,0.509,0.6408,0.5806,-0.0986
604,AP,AP,X,P,P,-0.9685,-0.355,0.0684,0.7069,0.3573
605,AP,P,AP,P,P,-0.9679,0.6068,-0.2289,0.8266,0.3115
606,AP,AP,P,P,P,-0.9983,-0.2641,0.5967,0.7533,0.6933
607,AP,P,AP,P,P,-0.998,0.7553,-0.6927,0.5809,0.7461
608,AP,X,P,AP,P,-0.9921,-0.1929,0.6976,-0.2808,0.5731
609,AP,X,AP,P,P,-0.9994,-0.1586,-0.2742,0.7029,0.3373
610,AP,P,P,P,P,-0.9971,0.4744,0.454,0.6382,0.387
611,AP,P,X,P,P,-0.9894,0.8408,-0.1993,0.7398,0.9062
612,AP,P,AP,P,P,-0.9989,0.8178,-0.5531,0.686,0.607
613,AP,AP,P,P,P,-0.995,-0.9788,0.4573,0.9253,0.3282
614,AP,P,AP,AP,P,-0.9927,0.8361,-0.8236,-0.4744,0.9713
615,AP,P,X,P,AP,-0.999,0.5897,-0.1247,0.8158,-0.2426
616,AP,P,P,AP,X,-0.9894,0.6073,0.7343,-0.4673,0.0488
617,AP,P,P,X,X,-0.9828,0.9594,0.8484,-0.031,-0.0236
618,AP,P,X,AP,P,-0.9862,0.4373,-0.0034,-0.4397,0.564
619,AP,P,P,P,AP,-0.9963,0.8759,0.9858,0.9866,-0.345
620,AP,AP,X,P,X,-0.9989,-0.9803,-0.0762,0.9231,-0.1418
621,AP,P,AP,AP,AP,-0.9953,0.7136,-0.2841,-0.2819,-0.2485
622,AP,P,P,AP,P,-0.9877,0.7063,0.9023,-0.6258,0.5984
623,AP,P,X,P,AP,-0.9693,0.8071,0.1898,0.6928,-0.443
624,AP,X,AP,P,P,-0.9977,-0.1656,-0.4311,0.7476,0.3572
625,AP,P,P,P,AP,-0.9986,0.216,0.6588,0.8728,-0.2009
626,AP,X,AP,AP,X,-0.996,0.1633,-0.2863,-0.3224,0.1658
627,AP,P,P,P,P,-0.9766,0.609,0.7619,0.5451,0.4808
628,AP,P,AP,P,P,-0.9968,0.7277,-0.3801,0.7842,0.2005
629,AP,P,X,X,X,-0.9994,0.9934,-0.018,0.1987,-0.1356
630,AP,P,X,P,P,-0.9944,0.2984,-0.0207,0.6056,0.454
631,AP,P,P,P,P,-0.9979,0.6616,0.5005,0.9365,0.6204
632,AP,P,P,P,X,-0.9856,0.7594,0.6466,0.8613,-0.16
633,AP,AP,P,X,P,-0.9929,-0.2941,0.511,0.1166,0.6174
634,AP,AP,P,P,P,-0.984,-0.2867,0.254,0.3574,0.9839
635,AP,AP,P,P,P,-0.9994,-0.3457,0.2237,0.5952,0.4567
636,AP,P,AP,P,AP,-0.9952,0.5378,-0.2411,0.4486,-0.287
637,AP,AP,AP,X,X,-0.9986,-0.461,-0.3297,-0.0854,-0.0464
638,AP,P,X,P,P,-0.9998,0.823,0.0546,0.4104,0.576
639,AP,P,P,AP,P,-0.9975,0.3182,0.732,-0.8766,0.6204
640,AP,X,P,P,AP,-0.9881,0.1045,0.4802,0.509,-0.9011
641,AP,P,P,P,P,-0.9959,0.8105,0.5209,0.5771,0.6018
642,AP,P,P,X,P,-0.995,0.3995,0.409,0.1777,0.6253
643,AP,P,P,X,AP,-0.983,0.7116,0.5372,-0.136,-0.3004
644,AP,P,P,AP,AP,-0.9953,0.3826,0.8908,-0.4344,-0.201
645,AP,P,P,AP,AP,-0.984,0.7474,0.8634,-0.3866,-0.8038
646,AP,X,AP,P,X,-0.9915,-0.1282,-0.3779,0.4662,0.1435
647,AP,AP,P,P,P,-0.993,-0.3468,0.5661,0.5617,0.5545
648,AP,AP,P,P,P,-0.9954,-0.2293,0.5106,0.2547,0.6279
649,AP,P,P,P,P,-0.999,0.8645,0.9403,0.8577,0.6401
650,AP,AP,P,AP,P,-0.9993,-0.4036,0.4264,-0.4383,0.5853
651,AP,P,P,P,P,-0.994,0.464,0.3355,0.6496,0.557
652,AP,AP,P,P,P,-0.9934,-0.9996,0.8433,0.7181,0.8296
653,AP,P,P,P,X,-0.994,0.6399,0.9487,0.9579,0.1059
654,AP,X,P,P,P,-0.9948,0.1812,0.6488,0.8659,0.7128
655,AP,P,P,P,AP,-0.996,0.4697,0.8338,0.9566,-0.4033
656,AP,AP,X,P,X,-0.9875,-0.7834,0.116,0.7143,-0.1046
657,AP,P,P,P,P,-0.9996,0.7982,0.9271,0.7822,0.9869
658,AP,AP,X,P,P,-0.9913,-0.9181,-0.1283,0.4707,0.7417
659,AP,P,X,P,P,-0.9916,0.5676,-0.1195,0.7014,0.6833
660,AP,P,AP,P,P,-0.9966,0.5217,-0.2842,0.77,0.5089
661,AP,X,P,P,P,-0.9876,-0.1519,0.7888,0.8475,0.4741
662,AP,X,P,P,P,-0.9849,-0.042,0.7118,0.8519,0.5835
663,AP,P,P,P,AP,-0.9972,0.7262,0.7215,0.7868,-0.2176
664,AP,P,P,P,P,-0.9914,0.5145,0.4541,0.5101,0.6114
665,AP,P,P,X,P,-0.9953,0.6843,0.7243,0.1508,0.5146
666,AP,P,P,P,P,-0.998,0.7264,0.6126,0.4448,0.5065
667,AP,P,P,X,AP,-0.9938,0.6903,0.6971,-0.106,-0.3238
668,AP,P,P,AP,P,-0.9946,0.6904,0.2899,-0.3567,0.6717
669,AP,P,AP,P,P,-0.9978,0.7388,-0.3554,0.7265,0.5428
670,AP,AP,P,P,P,-0.9966,-0.2279,0.6893,0.2638,0.793
671,AP,P,P,P,X,-0.9955,0.891,0.5946,0.7545,0.112
672,AP,P,P,P,X,-0.9927,0.4762,0.7288,0.8275,-0.1173
673,AP,AP,P,X,P,-0.9957,-0.9557,0.4509,0.0113,0.6026
674,AP,X,X,P,P,-0.9836,-0.1089,-0.1447,0.4994,0.6869
675,AP,AP,P,P,P,-0.9989,-0.8668,0.6555,0.7773,0.4433
676,AP,P,X,P,P,-0.9982,0.8304,-0.0709,0.4251,0.518
677,AP,P,AP,P,P,-0.9977,0.6222,-0.3736,0.5203,0.9998
678,AP,P,X,P,P,-0.9997,0.5163,-0.0165,0.6884,0.54
679,AP,X,AP,AP,P,-0.9908,-0.1808,-0.2968,-0.2736,0.6081
680,AP,P,X,P,P,-0.9968,0.8094,-0.0716,0.6363,0.433
681,AP,P,P,P,P,-0.9918,0.5483,0.793,0.7402,0.6239
682,AP,P,P,P,P,-0.9994,0.798,0.6013,0.8468,0.5787
683,AP,P,P,P,P,-0.9904,0.6303,0.7827,0.5534,0.6023
684,AP,AP,P,AP,P,-0.9894,-0.4302,0.5126,-0.3671,0.7461
685,AP,AP,P,AP,X,-0.9999,-0.32,0.3682,-0.2826,0.1151
686,AP,P,AP,AP,P,-0.9925,0.4684,-0.5321,-0.4704,0.5673
687,AP,X,P,X,P,-0.9973,-0.1644,0.7491,0.1923,0.61
688,AP,AP,P,P,P,-0.9917,-0.379,0.5219,0.6344,0.5173
689,AP,AP,P,P,X,-0.9865,-0.2781,0.9179,0.7831,-0.0362
690,AP,P,P,P,P,-0.9966,0.5957,0.5137,0.7301,0.5554
691,AP,P,P,P,AP,-0.9872,0.7118,0.4857,0.5421,-0.442
692,AP,P,X,P,P,-0.9888,0.4371,-0.1484,0.4702,0.5634
693,AP,X,AP,P,P,-0.9966,-0.184,-0.2169,0.5775,0.7114
694,AP,X,P,P,AP,-0.9862,-0.0846,0.9418,0.9987,-0.699
695,AP,P,P,P,P,-0.9992,0.8538,0.982,0.3688,0.6817
696,AP,P,P,P,P,-0.9928,0.4824,0.614,0.6271,0.5499
697,AP,P,X,AP,P,-0.9949,0.627,-0.0299,-0.264,0.4977
698,AP,X,P,P,P,-0.9939,0.1935,0.7309,0.8197,0.2277
699,AP,AP,X,P,P,-0.9987,-0.9648,-0.1708,0.6446,0.729
700,AP,AP,AP,AP,AP,-0.9975,-0.987,-0.9729,-0.9848,-0.7352
701,AP,P,P,P,P,-0.9962,0.5442,0.4778,0.4895,0.6256
702,AP,P,AP,P,P,-0.9976,0.5192,-0.303,0.6551,0.5689
703,AP,X,P,P,P,-0.9897,-0.1142,0.5754,0.6522,0.6082
704,AP,AP,P,AP,P,-0.9975,-0.3276,0.6519,-0.3219,0.6608
705,AP,P,AP,P,X,-0.9985,0.5605,-0.2378,0.7658,0.1817
706,AP,AP,P,P,P,-0.9946,-0.6684,0.4121,0.5925,0.4116
707,AP,AP,P,P,AP,-0.9945,-0.4429,0.3161,0.7456,-0.2361
708,AP,P,AP,P,AP,-0.9978,0.275,-0.4263,0.6494,-0.4342
709,AP,P,X,P,AP,-0.9856,0.562,-0.0444,0.841,-0.5212
710,AP,AP,X,P,P,-0.9959,-0.2294,0.1297,0.4708,0.2779
711,AP,P,AP,P,X,-0.996,0.8968,-0.2433,0.55,-0.0038
712,AP,P,P,AP,P,-0.9955,0.2242,0.7378,-0.2914,0.7792
713,AP,AP,P,P,P,-0.9987,-0.3378,0.4842,0.8054,0.4811
714,AP,AP,P,P,P,-0.9944,-0.4892,0.5171,0.6886,0.4272
715,AP,P,AP,P,AP,-0.9798,0.5195,-0.4911,0.7796,-0.2209
716,AP,P,P,AP,P,-0.9991,0.8107,0.9348,-0.4615,0.6401
717,AP,P,P,P,X,-0.9673,0.7082,0.7937,0.8125,-0.1144
718,AP,AP,P,AP,P,-0.9975,-0.9075,0.6877,-0.6028,0.5865
719,AP,P,X,P,X,-0.98,0.6976,-0.0101,0.4151,-0.0854
720,AP,P,P,AP,X,-0.985,0.7097,0.8198,-0.3772,-0.085
721,AP,P,P,P,X,-0.9826,0.8326,0.7732,0.2256,-0.0333
722,AP,AP,P,P,P,-0.9984,-0.3448,0.4274,0.4289,0.4794
723,AP,P,X,P,X,-0.9982,0.6214,-0.1677,0.7022,0.1012
724,AP,AP,X,P,AP,-0.9961,-0.3214,-0.1887,0.4496,-0.2756
725,AP,AP,AP,P,AP,-0.993,-0.8424,-0.3199,0.7652,-0.2263
726,AP,P,P,P,P,-0.9925,0.7178,0.8275,0.7021,0.6899
727,AP,P,P,P,P,-0.991,0.4097,0.691,0.8759,0.8556
728,AP,P,AP,P,X,-0.9938,0.6067,-0.267,0.9548,0.0326
729,AP,P,P,P,P,-0.9926,0.776,0.6569,0.4381,0.642
730,AP,P,P,P,P,-0.9872,0.7731,0.8011,0.9757,0.5332
731,AP,P,AP,X,P,-0.9991,0.4684,-0.3135,-0.1972,0.6459
732,AP,P,P,P,X,-0.9933,0.3711,0.7611,0.6386,-0.1235
733,AP,AP,P,P,P,-0.9816,-0.965,0.8965,0.9286,0.9858
734,AP,AP,P,P,P,-0.9974,-0.2255,0.8782,0.8449,0.4526
735,AP,AP,P,AP,P,-0.998,-0.7111,0.4893,-0.4351,0.5235
736,AP,X,AP,P,P,-0.9784,0.1028,-0.5025,0.215,0.5178
737,AP,AP,P,P,X,-0.9966,-0.9729,0.9343,0.845,-0.1513
738,AP,P,P,P,P,-0.9993,0.5849,0.5091,0.5107,0.7017
739,AP,P,P,P,X,-0.9927,0.7667,0.9188,0.9984,0.0701
740,AP,AP,P,P,P,-0.9986,-0.8998,0.7002,0.6703,0.3292
741,AP,P,X,P,P,-0.9898,0.8421,-0.096,0.6974,0.5854
742,AP,P,P,P,AP,-0.9938,0.5313,0.9597,0.98,-0.2512
743,AP,P,P,AP,P,-0.9941,0.848,0.7831,-0.2119,0.512
744,AP,AP,AP,P,P,-0.9912,-0.2968,-0.3566,0.6055,0.6471
745,AP,AP,AP,P,P,-0.9907,-0.9242,-0.2339,0.5257,0.4715
746,AP,P,P,P,AP,-0.9904,0.483,0.5721,0.4732,-0.2975
747,AP,P,AP,P,P,-0.9837,0.4825,-0.2844,0.5559,0.7157
748,AP,P,P,AP,P,-0.9896,0.4407,0.7469,-0.3207,0.5627
749,AP,P,P,X,P,-0.982,0.6068,0.3209,-0.0769,0.8195
750,AP,P,P,P,X,-0.9845,0.4533,0.8939,0.6195,0.011
751,AP,P,P,P,AP,-0.9838,0.4416,0.736,0.6476,-0.4117
752,AP,AP,AP,P,X,-0.9958,-0.5531,-0.3464,0.8316,-0.0434
753,AP,P,P,AP,P,-0.9965,0.7299,0.7047,-0.3014,0.3439
754,AP,AP,AP,P,P,-0.9911,-0.226,-0.2208,0.7374,0.4122
755,AP,AP,P,AP,P,-1.0,-0.9243,0.8083,-0.2746,0.6086
756,AP,X,P,P,P,-0.9991,-0.0916,0.4599,0.3113,0.5994
757,AP,X,P,P,X,-0.9963,-0.0453,0.7571,0.6325,-0.0641
758,AP,AP,X,P,P,-0.9943,-0.3099,0.0509,0.8205,0.2557
759,AP,AP,P,P,P,-0.9732,-0.275,0.7326,0.4653,0.3521
760,AP,AP,P,P,P,-0.9891,-0.282,0.7345,0.626,0.5293
761,AP,X,AP,X,X,-0.9913,-0.0974,-0.3153,-0.1273,-0.1331
762,AP,P,P,AP,P,-0.9932,0.2095,0.456,-0.4514,0.3899
763,AP,P,P,P,P,-0.9931,0.5467,0.7324,0.9017,0.6298
764,AP,P,X,P,P,-0.9874,0.3855,-0.0745,0.6958,0.6367
765,AP,X,P,P,X,-0.9837,-0.0755,0.754,0.7532,0.0118
766,AP,P,AP,P,P,-0.9689,0.808,-0.2641,0.3805,0.4846
767,AP,P,AP,P,AP,-0.9838,0.583,-0.2423,0.546,-0.2824
768,AP,P,P,P,P,-0.9934,0.7705,0.8091,0.9386,0.6556
769,AP,AP,AP,AP,AP,-0.9978,-0.8266,-0.244,-0.4256,-0.2891
770,AP,P,P,P,P,-0.9818,0.9028,0.578,0.7437,0.5467
771,AP,P,P,P,X,-0.9772,0.6654,0.7969,0.5648,0.074
772,AP,AP,P,P,AP,-0.997,-0.9046,0.7851,0.8805,-0.4196
773,AP,P,AP,P,P,-0.9961,0.7279,-0.3389,0.641,0.8439
774,AP,AP,AP,P,P,-0.988,-0.9922,-0.8631,0.7953,0.7724
775,AP,P,P,P,X,-0.9945,0.5947,0.9564,0.7534,0.0297
776,AP,AP,P,P,P,-0.9984,-0.2103,0.4372,0.7916,0.5192
777,AP,X,P,X,AP,-0.9899,-0.1997,0.7884,-0.1818,-0.2878
778,AP,P,X,P,P,-0.9938,0.6779,-0.0858,0.5783,0.2372
779,AP,P,P,P,P,-0.9959,0.5979,0.6734,0.7678,0.5966
780,AP,P,P,P,P,-0.9821,0.6469,0.4272,0.4507,0.9346
781,AP,X,AP,AP,P,-0.9995,-0.1143,-0.2049,-0.3138,0.5241
782,AP,P,P,P,AP,-0.9777,0.5175,0.5644,0.3868,-0.4121
783,AP,AP,X,P,X,-0.9857,-0.2331,-0.1493,0.4226,-0.1739
784,AP,P,P,AP,P,-0.9957,0.7848,0.4921,-0.3474,0.7401
785,AP,P,P,P,P,-0.991,0.5919,0.4626,0.6663,0.6628
786,AP,P,P,P,X,-0.9979,0.5459,0.4057,0.4989,-0.0145
787,AP,X,P,P,P,-0.9865,-0.0079,0.8367,0.7452,0.7083
788,AP,AP,AP,X,P,-0.9844,-0.3826,-0.3563,-0.0215,0.5127
789,AP,P,P,P,P,-0.9956,0.8511,0.6937,0.5446,0.5345
790,AP,X,P,P,P,-0.9933,-0.1753,0.9072,0.8157,0.5843
791,AP,AP,P,X,P,-0.9823,-0.3333,0.6245,0.044,0.321
792,AP,X,AP,P,P,-0.9983,0.1155,-0.4563,0.5663,0.6091
793,AP,X,X,P,X,-0.9968,-0.051,-0.0959,0.6967,-0.1134
794,AP,P,P,P,P,-0.9983,0.5793,0.7851,0.5518,0.3844
795,AP,P,P,P,X,-0.9965,0.5217,0.7698,0.981,0.1026
796,AP,P,AP,AP,P,-0.9981,0.5162,-0.3077,-0.3056,0.8363
797,AP,X,P,P,X,-0.9925,-0.171,0.6676,0.5586,0.0975
798,AP,P,AP,X,P,-0.9993,0.7596,-0.6135,-0.1853,0.4821
799,AP,P,P,P,X,-0.9992,0.9508,0.8867,0.7834,-0.1592
800,AP,AP,P,AP,P,-0.9968,-0.772,0.68,-0.2903,0.5609
801,AP,X,P,P,P,-0.9848,-0.0787,0.4233,0.5506,0.5418
802,AP,P,X,P,P,-0.9978,0.9688,-0.0325,0.7355,0.7231
803,AP,P,AP,P,P,-0.9959,0.5258,-0.3134,0.8376,0.3409
804,AP,AP,AP,AP,P,-0.9931,-0.9794,-0.2162,-0.3095,0.4174
805,AP,AP,P,P,X,-0.9961,-0.2371,0.382,0.7316,-0.1167
806,AP,AP,P,AP,P,-0.9955,-0.3125,0.7108,-0.8655,0.7177
807,AP,P,P,P,P,-0.9978,0.7279,0.4169,0.8919,0.6104
808,AP,P,AP,P,P,-0.9905,0.6881,-0.8686,0.8369,0.9229
