block,instance,n,n_sweeps,p_s,deg_mean,coupling,b_accum,e_accum_fJ,e_accum_provenance,synapse_on,synapse_pJ_per_update,k,n_par,share,rail_vt,platform,e_update_pJ,tts_s,energy_J,energy_ratio_vs_cmos,tts_ratio_vs_cmos
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,4.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,64,16.0,10.0,sMTJ-array,0.783,0.054707561084087704,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,64,16.0,10.0,sMTJ-array-e2e,5.520803403250287,10.886075221585667,0.025169140784712864,1.1041606806500575,29.848000000000003
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,64,16.0,10.0,cmos-pbit,5.0,0.36471707389391805,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,64,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,64,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,10.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,10.0,sMTJ-array-e2e,12.852315813250287,10.886075221585667,0.0585932377021147,1.0422335384285835,29.848000000000003
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,10.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,64,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,4.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,4.0,sMTJ-array-e2e,14.675,0.2555754895311631,0.06690278824241559,2.935,2.8030000000000004
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,4.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,4.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,4.0,sMTJ-array-e2e,22.00651241,0.2555754895311631,0.10032688515981741,1.784575296064597,2.8030000000000004
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,4.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,10.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,10.0,sMTJ-array-e2e,14.772854452004614,0.2555754895311631,0.06734890310994827,2.9545708904009222,2.8030000000000004
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,10.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,10.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,10.0,sMTJ-array-e2e,22.104366862004614,0.2555754895311631,0.10077300002735012,1.7925106124111356,2.8030000000000004
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,10.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,4.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,4.0,sMTJ-array-e2e,7.34675,0.7487641527042138,0.03349356453287678,1.46935,8.212
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,4.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,4.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,4.0,sMTJ-array-e2e,14.67826241,0.7487641527042138,0.06691766145027861,1.1903051241384595,8.212
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,4.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,10.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,10.0,sMTJ-array-e2e,7.371213613001154,0.7487641527042138,0.03360509324975995,1.4742427226002306,8.212
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,10.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,4.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,10.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,10.0,sMTJ-array-e2e,14.702726023001155,0.7487641527042138,0.0670291901671618,1.1922889532250942,8.212
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,10.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,4.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,4.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,4.0,sMTJ-array-e2e,5.5146875,2.7215188053964168,0.02514125860549208,1.1029375000000001,29.848000000000003
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,4.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,4.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,4.0,sMTJ-array-e2e,12.84619991,2.7215188053964168,0.05856535552289391,1.041737581156925,29.848000000000003
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,4.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,10.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,10.0,sMTJ-array-e2e,5.520803403250287,2.7215188053964168,0.025169140784712864,1.1041606806500575,29.848000000000003
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,10.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,3,256,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,10.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,10.0,sMTJ-array-e2e,12.852315813250287,2.7215188053964168,0.0585932377021147,1.0422335384285835,29.848000000000003
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,10.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,3,256,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,1.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,1.0,4.0,sMTJ-array-e2e,27.992360302528468,0.006226760446321792,0.0008927390604358529,1.239563886197572,2.4030000000000005
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,1.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,1.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,1.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,4.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,4.0,4.0,sMTJ-array-e2e,24.327860302528467,0.020242801750589196,0.0007758699485920874,1.07729168721617,7.812000000000001
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,4.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,4.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,16.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,16.0,4.0,sMTJ-array-e2e,23.411735302528466,0.0763069669676588,0.0007466526706311459,1.0367236374708193,29.448
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,16.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,1,64,16.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,4.0,sMTJ-array-e2e,31.67936030252847,0.006745009339066011,0.001010325747669572,1.4028324351522534,2.6030000000000006
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,sMTJ-array-e2e,26.18336030252847,0.020761050643333414,0.0008350459990835887,1.159457348345926,8.012
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,sMTJ-array-e2e,24.80936030252847,0.07682521586040303,0.000791226061937093,1.0986135766443443,29.648000000000003
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,1.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,1.0,4.0,sMTJ-array-e2e,35.36736030252847,0.00726325823181023,0.0011279443271428444,1.5661452663279691,2.8030000000000004
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,1.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,1.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,1.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,4.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,4.0,4.0,sMTJ-array-e2e,28.03911030252847,0.02127929953607763,0.0008942300226349786,1.2416340800309411,8.212
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,4.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,4.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,16.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,16.0,4.0,sMTJ-array-e2e,26.207047802528468,0.07734346475314725,0.000835801446508012,1.160506283456684,29.848000000000006
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,16.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
readgrow:device_growth_only,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,64,16.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,sMTJ-array-e2e,17.741446252528473,0.8764151285670851,0.08088260454835502,1.4387080564539185,2.403
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,sMTJ-array-e2e,14.076946252528472,2.849169781259288,0.06417628308230174,1.1415425605956533,7.812000000000001
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,4.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
readgrow:device_growth_only,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,4.0,sMTJ-array-e2e,13.160821252528471,10.740188392028099,0.05999970271578842,1.067251186631087,29.448
